Source,Target
German Larrea Mota Velasco & family,
Ricardo Salinas Pliego & family,
Rufino Vigil Gonzalez,
Carlos Slim Helu & family,
Juan Francisco Beckmann Vidal & family,
David Penaloza Alanis,
Emilio Azcarraga Jean,
Ezra Nahmad,
David Nahmad,
Lily Safra,
Othman Benjelloun & family,
Aziz Akhannouch & family,
Binod Chaudhary,
Hans Melchers,
Jitse Groen,
Charlene de Carvalho-Heineken & family,
Wim van der Leegte,
Arnout Schuijff,
Pieter van der Does,
Lesley Bamberger,
Kommer Damen,
Steven Schuurman,
Frits Goldschmeding,
John de Mol,
Joop van den Ende,
Richard Chandler,
Graeme Hart,
Aliko Dangote,
Abdulsamad Rabiu,
Mike Adenuga,
Caroline Hagen Kjos,
Stein Erik Hagen,
Torstein Hagen,
Gustav Magnar Witzoe,
Johan Johannson,
Andreas Halvorsen,
Petter Stordalen & family,
Alexandra Andresen,
Katharina Andresen,
Ivar Tollefsen,
Odd Reitan & family,
Kjell Inge Rokke,
Suhail Bahwan,
Eduardo Belmont Anderson,
Carlos Rodriguez-Pastor,
Eduardo Hochschild,
Ana Maria Brescia Cafferata,
Vito Rodriguez Rodriguez,
Jorge Rodriguez Rodriguez,
Ricardo Po Sr & family,
Ramon Ang,
Lance Gokongwei,
Roberto Ongpin,
Hans Sy,
Herbert Sy,
Teresita Sy-Coson,
Andrew Tan,
Inigo Zobel,
Elizabeth Sy,
Harley Sy,
Henry Sy Jr,
Lucio Tan,
Tony Tan Caktiong & family,
Enrique Razon Jr,
Robert Coyiuto Jr,
Manuel Villar,
Dominika Kulczyk,
Sebastian Kulczyk,
Michal Solowow,
Rafal Brzoska,
Jerzy Starak,
Zbigniew Juroszek & family,
Tomasz Biernacki,
Zygmunt Solorz-Zak,
Maria Fernanda Amorim & family,
José Neves,
Faisal Bin Qassim Al Thani,
Hamad bin Jassim bin Jaber Al Thani,
Ion Tiriac,
Daniel Dines,
Alexander Lutsenko & family,
Lidiya Mikhailova & family,
Ivan Savvidis,
Vadim Moshkovich,
Dmitry Kamenshchik,
Yuri Shefler,
Oleg Deripaska,
Andrei Kosogov,
Sergei Popov,
Oleg Tinkov,
Roman Avdeev,
Yuri Kovalchuk,
Sergei Kolesnikov,
Igor Rybakov,
Andrey Blokh,
Lev Kvetnoi,
Vladimir Litvinenko,
Gennady Kozovoy,
Andrey Melnichenko,
Sergey Dmitriev,
Valentin Kipyatkov,
Andrei Molchanov,
Arkady Rotenberg,
Boris Rotenberg,
Oleg Boyko,
Tatyana Bakalchuk,
Denis Sverdlov,
Dmitry Rybolovlev,
Viatcheslav Kantor,
Andrei Guriev & family,
Sergei Makhlai,
Sergei Sudarikov,
Vitaly Orlov,
Leonid Mikhelson,
Konstantin Strukov,
Farkhad Akhmedov,
Gleb Fetisov,
Suleiman Kerimov & family,
Pyotr Kondrashev,
Anatoly Lomakin,
Igor Makarov,
Alexander Mamut,
Mikhail Prokhorov,
Megdet Rahimkulov & family,
Andrei Rappoport,
Leonid Simanovsky,
Ilya Scherbovich,
Elena Baturina,
Sergei Studennikov,
Andrei Komarov,
Pavel Durov,
Eduard Chukhlebov,
Igor Kudryashkin,
Igor Altushkin,
Andrei Kozitsyn,
Vladimir Potanin,
Alexander Nesis,
Viktor Vekselberg,
Andrei Bokarev,
Iskander Makhmudov,
Alexander Frolov,
Vagit Alekperov,
Vladimir Bogdanov,
Leonid Fedun & family,
Igor Yusufov,
Pyotr Aven,
Mikhail Fridman,
German Khan,
Alexei Kuzmichev,
Nikolai Buinov,
Gennady Timchenko,
Albert Avdolyan,
Mikhail Gutseriev,
Said Gutseriev,
Dmitry Bukhman,
Igor Bukhman,
Viktor Kharitonin,
Alexey Repik,
Vadim Yakunin,
Gavril Yushvaev,
Zakhar Smushkin,
Boris Zingarevich,
Aras Agalarov,
Vasily Anisimov,
Sergei Gordeev,
Zarakh Iliev,
Samvel Karapetyan,
Alexander Klyachin,
Vladimir Leschikov,
God Nisanov,
Alexander Svetakov,
Alexander Ponomarenko,
Alexander Skorobogatko,
Airat Shaimiev,
Radik Shaimiev,
Albert Shigaboutdinov,
Rustem Sulteev,
Sergei Galitsky,
Artem Khachatryan,
Sergey Lomakin,
Sergei Katsiev,
Arkady Volozh,
Eugene Kaspersky,
Viktor Rashnikov,
Andrei Skoch & family,
Dmitry Pumpyansky,
Anatoly Sedykh,
Roman Abramovich,
Alexey Mordashov & family,
Alexander Abramov,
Alisher Usmanov,
Vladimir Lisin,
Timur Turlov,
Vladimir Yevtushenkov,
Mikhail Shelkov,
Igor Kesaev,
Roman Trotsenko,
Leonid Boguslavsky,
Wee Cho Yaw,
Kwek Leng Beng,
Kwek Leng Kee,
Kwek Leng Peck,
Jason Chang,
Sam Goi,
Forrest Li,
Gang Ye,
Choo Chong Ngen,
Peter Lim,
Oei Hong Leong,
Yao Hsiao Tung,
Li Xiting,
David Chen,
Goh Cheng Liang,
Kuok Khoon Hong,
Zhao Tao,
Chua Thian Poh,
Asok Kumar Hiranandani,
Raj Kumar & Kishin RK,
Robert & Philip Ng,
Zhong Sheng Jian,
Kwee brothers,
Shu Ping,
Zhang Yong,
Ron Sim,
Shi Xu,
Jaroslav Hascak,
Ivan Chrenko,
Michiel Le Roux,
Nicky Oppenheimer & family,
Koos Bekker,
Patrice Motsepe,
Kim Chang-soo,
Seo Jung-jin,
Chey Ki-won,
Kim Sang-yeol,
Lee Joong-keun,
Hong Seok-joh,
Kim Jung-woong,
Suh Kyung-bae,
Kim Jun-ki,
Lee Ho-jin,
Chang Pyung-soon,
Huh Jae-myung,
Koo Bon-neung,
Koo Bon-joon,
Bang Shi-hyuk,
Cho Jung-ho,
Kim Nam-jung,
Lee Jay-hyun,
Mong-Koo Chung,
Euisun Chung,
Shin Chang-jae,
Lee Hae-jin,
Koo Kwang-mo,
Koo Bon-sik,
Kim Dae-il,
Park Hyeon-joo,
Chey Tae-won,
Kim Jung-ju,
Kim Taek-jin,
Kwon Hyuk-bin,
Lee Joon-ho,
Bang Jun-hyuk,
Kim Beom-su,
Shin Dong-guk,
Gim Seong-gon,
Chung Yong-jin,
Shin Dong-joo,
Hong Ra-hee,
Lee Boo-jin,
Lee Seo-hyun,
Jay Y. Lee,
Chung Mong-joon,
Manuel Lao Hernandez,
Sol Daurella,
Carmen Daurella Aguilera,
Maria Del Pino,
Rafael Del Pino,
Jose Llado Fernandez-Urrutia,
Florentino Perez,
Juan-Miguel Villar Mir & family,
D. Leopoldo Del Pino,
Alicia Koplowitz,
Isak Andic & family,
Gabriel Escarrer,
Miguel Fluxa Rossello,
Juan Abello,
Alberto Alcocer,
Alberto Cortina,
Daniel Mate,
Jorge Gallardo Ballart,
Antonio Gallardo Ballart,
Juan Lopez-Belmonte Lopez & family,
Helena Revoredo,
Tomas Olivo Lopez,
Jose Maria Aristrain,
Francisco Jose Riberas Mera,
Juan Maria Riberas Mera,
Hortensia Herrero,
Juan Roig,
Fernando Roig,
Alberto Palatchi,
Jose Elias,
Amancio Ortega,
Sandra Ortega Mera,
Myron Wentz,
Thomas von Koch,
Conni Jonsson,
Markus Persson,
Mats Paulsson & family,
Erik Paulsson & family,
Ali Ghodsi,
Antonia Ax:son Johnson & family,
Dan Olsson,
Stefan Olsson,
Madeleine Olsson Ericksson,
Bertil Hult,
Victor Jacobsson,
Sebastian Siemiatkowski,
Stefan Persson,
Karl-Johan Persson,
Tom Persson,
Charlotte Soderstrom,
Lottie Tham & family,
Frederik Paulsen,
Thomas Sandell,
Peter Kamprad,
Mathias Kamprad,
Jonas Kamprad,
Carl Bennet,
Gustaf Douglas,
Eric Douglas,
Carl Douglas,
Louise Lindh,
Katarina Martinson,
Melker Schorling & family,
Torbjorn Tornqvist,
Kirsten Rausing,
Jorn Rausing,
Finn Rausing,
Jenny Lindén Urnes,
David Mindus,
Erik Selin,
Fredrik Lundberg,
Daniel Ek,
Martin Lorentzon,
Lars Wingefors,
Thomas Meyer,
Esther Grether,
Peter Grogg,
Dona Bertarelli,
Ernesto Bertarelli,
Walter Frey,
Thomas Schmidheiny,
Miriam Baumann-Blocher,
Rahel Blocher,
Markus Blocher,
Magdalena Martullo-Blocher,
Margarita Louis-Dreyfus & family,
Gary Fegel,
Thomas Straumann,
Werner O. Weber,
Matthias Reinhart,
Guillaume Pousaz,
Hans Peter Wild,
Beda Diethelm,
Martin Ebner,
Stephan Schmidheiny,
Karl Scheufele III & family,
Michael Pieper,
Rudolf Maag,
Willy Michel,
Alberto Siccardi & family,
Hansjoerg Wyss,
Ivan Glasenberg,
Jean-Paul Clozel,
Mario Germano Giuliani,
Giammaria Giuliani,
Maja Oeri,
Marcel Erni,
Alfred Gantner,
Urs Wietlisbach,
Georg von Opel,
Gianluigi & Rafaela Aponte,
Eva Maria Bucher-Haefner,
Martin Haefner,
Peter Spuhler,
Sergio Mantegazza,
Chin Jong Hwa,
Xie Weitong,
Douglas Hsu,
Wu Li-gann,
Pierre Chen,
Tony Chen,
Bruce Cheng,
Terry Gou,
Barry Lam,
Rudy Ma,
Richard Tsai,
Daniel Tsai,
Tsai Cheng-ta,
Tsai Hong-tu,
T.Y. Tsai,
Thomas Wu,
Eugene Wu,
Andre Koo Sr,
Tsai Eng-meng,
Wei Ying-Chiao,
Wei Ing-Chou,
Wei Yin-Heng,
Wei Yin-Chun,
Wang Chou-hsiong,
Chen Tei-fu,
K.C. Liu,
Wu Chung-yi,
Yeh Kuo-I,
Scott Lin,
Lin Shu-hong,
Tseng Sing-ai,
Tseng Cheng,
Shi Wen-long,
Chao Teng-hsiung,
Chen Yung-tai,
Lin Chen-hai,
Richard Chang,
Wang Ren-sheng,
Samuel Yin,
Morris Chang,
Cho Jyh-jer,
Archie Hwang,
Tsai Ming-kai,
Tsai Chi-jui,
Lin Ming-hsiung,
Mohammed Dewji,
Charoen Sirivadhanabhakdi,
Chatchai Kaewbootta,
Prayudh Mahagitsiri,
Dhanin Chearavanont,
Manas Chiaravanond,
Jaran Chiaravanont,
Kiat Chiaravanont,
Phongthep Chiaravanont,
Prathip Chiravanond,
Sumet Jiaravanon,
Montri Jiaravanont,
Harald Link,
Sarath Ratanavadi,
Sathien Setthasit,
Nutchamai Thanombooncharoen,
Niti Osathanugrah,
Prasert Prasarttong-Osoth,
William Heinecke,
Vanich Chaiyawan,
Thaksin Shinawatra,
Wichai Thongtang,
Krit Ratanarak,
Chuchat Petaumpai & Daonapa Petampai,
Prachak Tangkaravakoon,
Anant Asavabhokin,
Thongma Vijitpongpun,
Somphote Ahunai,
Rit Thirakomen,
Surin Upatkoon,
Keeree Kanjanapas,
Vonnarat Tangkaravakoon,
Ibrahim Erdemoglu,
Ali Erdemoglu,
Erman Ilicak,
Mehmet Sinan Tara,
Hamdi Akin & family,
Semahat Sevim Arsel,
Turgay Ciner,
Ipek Kirac,
Mustafa Rahmi Koc,
Filiz Sahenk,
Deniz Sahenk,
Ferit Faik Sahenk,
Ahmet Nazif Zorlu,
Sezai Bacaksiz,
Nihat Ozdemir,
Ahmet Calik,
Sefik Yilmaz Dizdar,
Mustafa Kucuk,
Husnu Ozyegin,
Murat Ulker,
Hamdi Ulukaya,
Mehmet Aydinlar,
Aydin Dogan,
Bulent Eczacibasi,
Faruk Eczacibasi,
Murat Vargi,
Mehmet Nazif Gunal,
Henadiy Boholyubov,
Ihor Kolomoyskyy,
Petro Poroshenko,
Kostyantin Zhevago,
Vadim Novinsky,
Victor Pinchuk,
Rinat Akhmetov,
Abdulla Al Futtaim & family,
Abdulla bin Ahmad Al Ghurair & family,
Hussain Sajwani,
Majid Al Futtaim & family,
Andrew Currie,
James Ratcliffe,
John Reece,
Mohammed Ibrahim,
Anthony Bamford & family,
Saket Burman,
Laurence Graff & family,
Hinduja brothers,
Farhad Moshiri,
Dennis Gillings,
Matt Moulding,
Geeta Gupta-Fisker,
Hilton Schlosberg,
Ian Wood & family,
Philip & Cristina Green,
Bernard Lewis & family,
Mark Coombs,
David Harding,
Peter Hargreaves,
Nik Storonsky,
Bernard Ecclestone & family,
Christopher Rokos,
Christopher Hohn,
Alan Howard,
Michael Platt,
Bill and Jean Adderley & family,
Jasminder Singh & family,
Peter Kelly,
Joe Lewis,
David Reuben,
David McMurtry,
Anthony Langley,
Alex Beard,
John Caudwell,
Charles Dunstone,
Mark Dixon,
Andrey Andreev,
Denise Coates,
John Coates,
Simon Nixon,
Richard Desmond,
Maritsa Lazari & family,
Ian & Richard Livingstone,
Eddie & Sol Zakay,
Simon Reuben,
John Bloor,
Clive Calder,
Robert Miller,
Tom Morris,
Michael Ashcroft,
Stephen Rubin,
Michael Ashley,
Michael Spencer,
Kenneth Lo,
James Dyson,
Richard Branson,
Eren Ozmen,
Fatih Ozmen,
Harry Stine,
Stewart and Lynda Resnick,
Nathan Blecharczyk,
Brian Chesky,
Joe Gebbia,
Steven Udvar-Hazy,
Rakesh Gangwal,
Jeff Bezos,
MacKenzie Scott,
Steve Case,
Ralph Lauren,
Tim Cook,
Laurene Powell Jobs & family,
Norman Braman,
Hartley Rogers,
Donald Foss,
Don Hankey,
Shahid Khan,
Lloyd Blankfein,
Jamie Dimon,
Gerald Ford,
Norma Lerner,
Nancy Lerner,
Randolph Lerner,
T. Denny Sanford,
Bernard Saul II,
Andrew Beal,
Henry Davis,
Jim Koch,
Alejandro Santo Domingo,
Andres Santo Domingo,
Richard Yuengling Jr,
Duke Reyes,
Warren Buffett,
Stewart Horejsi & family,
Charles Munger,
Richard Schulze,
Nick Caporella,
Don Vultaggio & family,
Arturo Moreno,
Noubar Afeyan,
Osman Kibar,
Robert Langer,
John Oyler,
Alice Schwartz,
Timothy Springer,
Felix Baker,
Michael Bloomberg,
Duncan MacMillan,
Thomas Secunda,
Charles Zegar,
Martha Ingram & family,
Maggie Hardy Knox,
Marc Benioff,
Aneel Bhusri,
David Duffield,
Thomas Siebel,
Charles Dolan & family,
Alan Gerry,
Amos Hostetter Jr,
John Malone,
Ted Turner,
Gary Magness,
Bennett Dorrance,
Mary Alice Dorrance Malone,
Charlotte Colket Weber,
Jacqueline Mars,
Marijke Mars,
Pamela Mars,
Valerie Mars,
Victoria Mars,
John Mars,
Boris Jordan,
Herb Chambers,
Gail Miller,
James Cargill II,
Austen Cargill II,
Alexandra Daitch,
Pauline MacMillan Keinath,
Marianne Liebmann,
Sarah MacMillan,
Martha MacMillan,
William MacMillan,
John MacMillan,
Cargill MacMillan III,
Gwendolyn Sontheim Meyer,
Lucy Stitzer,
Micky Arison,
Roger Penske,
Miriam Adelson,
William Boyd,
Elaine Wynn,
Steve Wynn,
Lorenzo Fertitta,
Frank Fertitta III,
Phil Ruffin,
Michael Jordan,
James Leprino,
John Farber,
Liu Xiucai & family,
Anita Zucker,
William Wrigley Jr,
Bubba Cathy,
Dan Cathy,
Sandy Weill,
S. Curtis Johnson,
H. Fisk Johnson,
Helen Johnson-Leipold,
Winifred J. Marquart,
Alexis Lê-Quôc,
Ryan Smith,
Jared Smith,
Scott Smith,
Drew Houston,
Vlad Shmunis,
Jim Justice II,
Summerfield Johnston Jr,
Timothy Boyle,
Brian Roberts,
Tor Peterson,
David Sun,
John Tu,
Jayshree Ullal,
Margot Birmingham Perot,
Jorge Mas,
Dennis Washington,
Aerin Lauder,
Kim Kardashian West,
Brian Armstrong,
Michael Saylor,
Tyler Winklevoss,
Fred Ehrsam,
Matthew Prince,
Ken Xie,
Michael Xie,
Jerry Jones,
A. Jayson Adair,
Willis Johnson,
Whitney Wolfe Herd,
Neal Blue & family,
George Pedersen,
Michael Dell,
Edward Stack,
Stanley Hubbard,
Thomas Peterffy,
Rodger Riney & family,
Charles Schwab,
Wilma Tisch,
Dagmar Dolby & family,
David Murdock,
Stewart Rahr,
Jeff Skoll,
Meg Whitman,
Pierre Omidyar,
Peter Sperling,
Henrik Fisker,
Michael Polsky,
Trevor Milton,
RJ Scaringe,
Patrizio Vinciarelli,
Vincent Viola,
Feng Chenhui,
Tang Zhuang,
Ben Chestnut,
Dan Kurzius,
Carl DeSantis,
Rodney Sacks,
Russ Weiner,
Janice McNair,
Riley Bechtel & family,
Vincent McMahon,
Jane Lauder,
Gary Lauder,
Leonard Lauder,
Ronald Lauder,
William Lauder,
Dustin Moskovitz,
Jeff Rothschild,
Sheryl Sandberg,
Peter Thiel,
Mark Zuckerberg,
Chamath Palihapitiya,
Daniel Hirschfeld,
Fred Smith,
Thomas James,
Antony Ressler,
Mark Walter,
William Foley II,
David Zalik,
Chris Britt,
Max Levchin,
Chuck Bundrant,
Jeffrey Lorberbaum,
Andy Fang,
Stanley Tang,
Tony Xu,
Jude Reyes,
J. Christopher Reyes,
John Tyson,
Jeremy Jacobs Sr & family,
Robert Rich Jr,
Ronald Wanek,
Todd Wanek,
Gary Friedman,
Doris Fisher,
John Fisher,
William Fisher,
Robert Fisher,
Bill Haslam,
Jimmy Haslam,
Gordon Getty,
Joe Lacob,
Sergey Brin,
Larry Page,
Eric Schmidt,
Eric Lefkofsky,
Todd Christopher,
John Paul DeJoria,
Eric Smidt,
Forrest Preston,
Keith Dunleavy & family,
Judy Faulkner,
Phillip T. (Terry) Ragon,
Alan Miller & family,
Bill Austin,
Philippe Laffont,
Jeffrey Talpins,
William Ackman,
John Arnold,
Louis Bacon,
O. Francis Biondi,
Steve Cohen,
Leon G. Cooperman,
Ray Dalio,
James Dinan,
Stanley Druckenmiller,
Glenn Dubin,
Joseph Edelman,
Israel Englander,
Noam Gottesman,
Ken Griffin,
Brian Higgins,
Paul Tudor Jones II,
Bruce Kovner,
Marc Lasry,
Henry Laufer,
Daniel Loeb,
Stephen Mandel Jr,
Daniel Och,
John Overdeck,
John Paulson,
Larry Robbins,
Julian Robertson Jr,
David Shaw,
David Siegel,
Jim Simons,
Paul Singer,
George Soros,
Michael Steinhardt,
Thomas Steyer,
Daniel Sundheim,
Henry Swieca,
David Tepper,
Wilbur  'Ed' Bosarge Jr,
Robert Toll,
Arthur Blank,
Bernard Marcus,
John Menard Jr,
Donald Horton,
Patrick Zalupski,
Thomas Frist Jr & family,
Karen Pritzker,
Jean (Gigi) Pritzker,
Penny Pritzker,
Linda Pritzker,
Jennifer Pritzker,
Thomas Pritzker,
Anthony Pritzker,
J.B. Pritzker,
Daniel Pritzker,
John Pritzker,
Nicholas Pritzker,
Robert Rowling,
Tilman Fertitta,
James Irsay,
Mitchell Jacobson,
Lynsi Snyder,
Kevin Systrom,
William Berkley,
J. Hyatt Brown,
Henry Engelhardt,
Thomas Hagen,
Mark & Robyn Jones,
George Joseph,
Patrick Ryan,
Steven Tisch,
Laurie Tisch,
Jonathan Tisch,
Gordon Moore,
Julian Baker,
Herbert Allen Jr & family,
Warren Stephens,
Joe Mansueto,
Philip Anschutz,
Nicolas Berggruen,
Chase Coleman III,
Wesley Edens,
J. Christopher Flowers,
David Gottesman,
Jonathan Gray,
Sue Gross,
Bill Gross,
Jeffrey Gundlach,
J. Tomilson Hill,
Carl Icahn,
Hamilton James,
Richard Kayne,
Peter Kellogg,
Seth Klarman,
Steven Klinsky,
Ken Langone,
Pablo Legorreta,
C. Dean Metropoulos,
Michael Milken,
Nelson Peltz,
Michael Price,
Ira Rennert,
Stephen Schwarzman,
Carl Thoma,
Herbert Wertheim,
Robert Ziff,
Daniel Ziff,
Dirk Ziff,
Bharat Desai,
Jim Kavanaugh,
Leo Koguan,
Thai Lee,
David Steward,
Carolyn Rafaelian,
Charles Koch,
Julia Koch & family,
GT Dave,
Valentin Gapontsev & family,
Ronald Perelman,
Mimi Haas,
Reid Hoffman,
Michael S. Smith,
Robert Sands,
Richard Sands,
Marian Ilitch,
Kenneth Feld & family,
Brad Jacobs,
Jim Thompson,
Jim Crane,
Donald Friese,
Steven Rales,
Mitchell Rales,
Jack Dangermond,
Isaac Perlmutter,
Sheldon Lavin,
Donald Newhouse,
James Chambers,
Jim Kennedy,
Blair Parry-Okeden,
Katharine Rayner,
Margaretta Taylor,
Carl Cook,
David Paul,
Reinhold Schmieding,
John Brown,
Ronda Stryker,
Pat Stryker,
Jon Stryker,
Amy Wyss,
Gary Michelson,
James Leininger,
Steve Ballmer,
Melinda French Gates,
Bill Gates,
Charles Simonyi,
Robert Friedland,
Adam Foroughi,
Andrew Paradise,
Jim McKelvey,
Clifford Asness,
Thomas Bailey,
Ron Baron,
Larry Fink,
Ken Fisher,
Mario Gabelli,
Abigail Johnson,
Elizabeth Johnson,
Edward Johnson III,
Charles B. Johnson,
Edward Johnson IV,
Rupert Johnson Jr,
Fayez Sarofim,
Alfred West Jr,
Anthony Hsieh,
Mat Ishbia,
Steven Spielberg,
Thomas Tull,
David Geffen,
Tyler Perry,
Jay-Z,
Len Blavatnik,
Kanye West,
David Booth,
James France,
Terrence Pegula,
Farris Wilks,
Dan Wilks,
Min Kao & family,
Reed Hastings,
James Clark,
Jim Davis & family,
Robert Kraft,
Rupert Murdoch & family,
Phil Knight & family,
Anne Gittinger,
Bruce Nordstrom,
Frank VanderSloot,
Jeffery Hildebrand,
W. Herbert Hunt,
George Bishop,
Harold Hamm & family,
Trevor Rees-Jones,
George Kaiser,
Timothy Headington,
Lynn Schusterman,
Evgeny (Eugene) Shvidler,
Paul Foster,
Robert Bass,
Sid Bass,
Edward Bass,
Lee Bass,
William Koch,
John Catsimatidis,
Ray Lee Hunt,
Jeff Green,
Arash Ferdowsi,
David Baszucki,
Mark Pincus,
Barry Diller,
Todd Wagner,
Mark Cuban,
Steve Conine,
Michael Rubin,
Niraj Shah,
Bom Kim,
Kenneth Tuchman,
Paul Xiaoming Lee & family,
Yvon Chouinard,
Jared Isaacman,
Ronald Clarke,
Chad Richison,
Tom Golisano,
Steven Sarowitz,
John Foley,
Gary Rollins,
Clayton Mathile,
Li Ge,
August Troendle,
Robert Duggan,
Phillip Frost,
Hao Hong,
Randal J. Kirk,
Lou Boliang & family,
Leonard Schleifer,
Patrick Soon-Shiong,
George Yancopoulos,
Yu De-Chao,
Jeffrey Lurie,
Paul Sciarra,
Ben Silbermann,
Dannine Avara,
Ray Davis,
Scott Duncan,
Milane Frantz,
Richard Kinder,
Kelcy Warren,
Randa Duncan Williams,
William Young,
Herbert Kohler Jr & family,
Joseph Grendys,
Glen Taylor,
Leon Black,
David Bonderman,
Orlando Bravo,
William Conway Jr,
Jim Coulter,
Daniel D'Aniello,
Egon Durban,
Behdad Eghbali,
Stephen Feinberg,
Jose E. Feliciano,
Lawrence Golub,
David Golub,
Tom Gores,
Alec Gores,
Joshua Harris,
Justin Ishbia,
Scott Kapnick,
Bruce Karsh,
Henry Kravis,
Thomas Lee,
Howard Marks,
Sami Mnaymneh,
Jonathan Nelson,
George Roberts,
Marc Rowan,
David Rubenstein,
Robert F. Smith,
Barry Sternlicht,
Tony Tamer,
Kenneth Hao,
Michael Kim,
Greg Mondre,
Gayle Benson,
Carol Jenkins Barnett,
Daniel Gilbert,
John Arrillaga,
Ben Ashkenazy,
Neil Bluhm,
Donald Bren,
Rick Caruso,
Charles Cohen,
John Goff,
Jane Goldman,
Allan Goldman,
Amy Goldman Fowler,
Diane Kemper,
Richard LeFrak & family,
Ted Lerner & family,
David Lichtenstein,
George Marcus,
Igor Olenicoff,
Jay Paul,
Richard Peery,
Jorge Perez,
H. Ross Perot Jr,
Edward Roski Jr,
Stephen Ross,
Martin Selig,
Herb Simon,
John A. Sobrato & family,
Jerry Speyer,
Axel Stawski,
Donald Sterling,
Leonard Stern,
Sun Hongbin,
Jeff Sutton,
Donald Trump,
David Walentas,
Penny Sanford,
Glenn Sanford,
Stephen Winn,
George Argyros & family,
Jeff Greene,
Mortimer Zuckerman,
Billy Joe (Red) McCombs,
Ty Warner,
Sam Zell,
Paul Fireman,
Andrew & Peggy Cherng,
David Green & family,
Sidney Kimmel,
Michael Krasny,
Wang Roger,
Les Wexner & family,
Tom & Judy Love,
Anthony Wood,
Diane Hendricks,
Christopher Goldsbury,
Denise York & family,
Jimmy John Liautaud,
Charles Ergen,
Frank Laukien,
Edward Lampert,
Jay Chaudhry,
George Kurtz,
Tamara Gustavson,
B. Wayne Hughes,
Zhong Peifeng,
Weili Dai,
Jensen Huang,
Henry Nicholas III,
John Ocampo,
Henry Samueli,
Shen Hua & family,
Sehat Sutardja,
John Bicket,
Sanjit Biswas,
Austin Russell,
Susan Alfond,
Ted Alfond,
Bill Alfond,
J. Wayne Weaver,
Edward DeBartolo Jr,
S. Daniel Abraham,
Lin Bin,
Daniel Lubetzky,
Bobby Murphy,
Evan Spiegel,
Robert Brockman,
Matthew Calkins,
Safra Catz,
Scott Cook,
Thierry Cruanes,
Benoit Dageville,
Darwin Deason,
Larry Ellison,
Peter Gassner,
James Goodnight,
Patrick Hanrahan,
Orion Hindawi,
David Hindawi,
Jeff Lawson,
Joseph Liemandt,
Frederic Luddy,
Todd McKinnon,
Bob Muglia,
John Sall,
James Scapa,
Frank Slootman,
Mike Speiser,
Alan Trefler,
Romesh T. Wadhwani,
William Stone,
Alexander Karp,
Dean Solon,
John Morris,
John Henry,
Leslie Alexander,
Theodore Leonsis,
Jerry Reinsdorf,
Stanley Kroenke,
Jim Davis,
Stephen Bisciotti,
George Lucas,
Howard Schultz,
John McConnell & family,
Jonathan Oringer,
Vlad Tenev,
Baiju Bhatt,
B. Wayne Hughes Jr,
Peter Buck,
James Jannard,
Hank & Doug Meijer,
Ron Burkle,
J. Joe Ricketts & family,
Chetan Dube,
Rocco Commisso,
Craig McCaw,
Kenny Troutt,
Elon Musk,
Archie Aldis Emmerson & family,
James Duff,
Thomas Duff,
Brad Kelley,
John Middleton,
Dan Friedkin,
Jeff Yass,
Jerry Moyes,
Johnelle Hunt,
Haim Saban,
Oprah Winfrey,
Evan Williams,
Jack Dorsey,
Ryan Graves,
Travis Kalanick,
Mark Shoen,
E. Joe Shoen,
Kevin Plank,
Richard Hayne,
Ernest Garcia II,
Ernest Garcia III,
Walter Scott Jr & family,
Catherine Lozick,
Jim Breyer,
John Doerr,
Vinod Khosla,
Douglas Leone,
Michael Moritz,
Mark Stevens,
Marc Andreessen,
Chris Sacca,
Kavitark Ram Shriram,
Eric Yuan & family,
Tim Sweeney,
Jon Yarbrough,
Gabe Newell,
Bert Beveridge,
Joe Rogers Jr,
Ann Walton Kroenke,
Nancy Walton Laurie,
Alice Walton,
Christy Walton,
Jim Walton,
Rob Walton,
Lukas Walton,
Drayton McLane Jr,
Dan Snyder,
Bob Parsons,
Miguel McKelvey,
Brian Acton,
Jan Koum,
Robert Pera,
David Filo,
Jerry Yang,
Richard Barton,
Lloyd Frink,
Juan Carlos Escotet,
Nguyen Thi Phuong Thao,
Tran Ba Duong & family,
Ho Hung Anh,
Nguyen Dang Quang,
Pham Nhat Vuong,
Tran Dinh Long,
Strive Masiyiwa,
